Periode,Anciennete,Montant_Mensuel,Support_Appels,Contrat,Churn
15,58,115.17,1.0,Mensuel,1
6,52,,2.0,Mensuel,1
22,44,74.97,1.0,Mensuel,0
12,60,21.34,4.0,Mensuel,1
21,5,,3.0,Mensuel,1
17,49,54.11,2.0,1 an,0
9,54,48.77,0.0,Mensuel,1
6,15,122.36,1.0,Mensuel,0
18,39,84.24,4.0,2 ans,0
8,55,33.29,0.0,Mensuel,0
6,43,47.56,1.0,1 an,0
23,18,60.61,0.0,Mensuel,1
12,48,124.28,0.0,Mensuel,0
2,54,63.34,1.0,1 an,0
12,1,45.07,0.0,Mensuel,1
12,41,80.65,1.0,1 an,0
21,36,65.73,3.0,Mensuel,1
18,27,27.38,0.0,Mensuel,1
5,4,107.94,2.0,Mensuel,1
4,6,21.85,1.0,2 ans,0
15,54,116.53,0.0,1 an,0
2,59,99.62,1.0,2 ans,0
8,30,28.42,2.0,1 an,0
4,67,93.57,2.0,1 an,0
1,66,97.09,2.0,1 an,0
23,48,87.9,4.0,2 ans,0
3,42,78.44,2.0,1 an,0
1,69,24.97,1.0,1 an,0
23,44,,3.0,Mensuel,0
5,67,94.34,2.0,1 an,0
20,70,33.08,1.0,Mensuel,1
1,14,44.18,2.0,1 an,0
4,47,70.8,,Mensuel,1
3,52,36.73,0.0,2 ans,0
17,59,,1.0,Mensuel,0
15,25,106.87,6.0,1 an,0
12,62,109.2,1.0,Mensuel,1
6,35,25.5,3.0,1 an,0
3,28,,2.0,Mensuel,1
14,12,110.61,2.0,2 ans,0
6,23,57.55,1.0,1 an,0
15,70,95.03,1.0,Mensuel,0
17,51,84.41,2.0,Mensuel,1
21,52,59.48,2.0,Mensuel,1
12,64,49.92,1.0,Mensuel,0
1,19,85.27,2.0,1 an,0
7,47,34.23,3.0,2 ans,0
21,27,115.23,7.0,1 an,1
13,61,81.7,0.0,1 an,0
15,30,33.05,2.0,Mensuel,0
11,61,94.28,2.0,2 ans,0
4,54,63.93,,2 ans,0
22,55,44.1,3.0,Mensuel,0
19,66,125.19,1.0,2 ans,0
24,57,101.16,,Mensuel,0
21,23,,1.0,1 an,0
7,38,107.62,1.0,2 ans,0
7,34,76.33,1.0,1 an,0
6,5,65.54,1.0,Mensuel,1
23,43,42.67,,Mensuel,1
14,32,37.34,0.0,Mensuel,1
11,28,65.94,3.0,1 an,0
24,8,72.16,0.0,Mensuel,0
15,36,99.01,2.0,1 an,0
22,42,70.07,0.0,2 ans,0
24,8,87.25,0.0,Mensuel,1
2,46,103.7,1.0,1 an,0
9,12,123.48,1.0,1 an,0
18,11,56.11,1.0,Mensuel,1
20,29,119.3,1.0,Mensuel,1
4,28,101.92,0.0,Mensuel,0
8,65,27.62,1.0,Mensuel,0
14,5,56.44,1.0,1 an,0
20,25,45.37,,Mensuel,1
3,53,,0.0,Mensuel,1
15,18,80.13,3.0,Mensuel,1
8,70,71.6,3.0,Mensuel,1
6,53,,5.0,Mensuel,0
13,68,56.11,0.0,1 an,0
10,68,60.56,2.0,Mensuel,0
16,8,113.51,5.0,Mensuel,1
8,33,120.79,2.0,2 ans,0
20,53,105.7,1.0,Mensuel,0
2,1,41.89,2.0,1 an,0
21,33,33.98,4.0,Mensuel,1
1,49,,0.0,Mensuel,0
18,57,,2.0,Mensuel,0
9,30,45.19,1.0,1 an,0
10,62,114.41,1.0,2 ans,0
1,48,87.07,2.0,Mensuel,0
17,4,65.96,5.0,Mensuel,1
4,20,,,Mensuel,1
16,67,61.85,3.0,1 an,0
18,1,72.6,3.0,1 an,0
21,8,,2.0,1 an,0
17,25,30.95,2.0,2 ans,0
8,71,,,Mensuel,0
18,51,35.18,2.0,1 an,0
20,11,50.07,,Mensuel,1
8,28,122.99,0.0,Mensuel,0
3,67,39.36,0.0,2 ans,0
22,16,32.86,2.0,Mensuel,1
4,41,84.93,1.0,1 an,0
15,33,62.92,2.0,1 an,0
6,54,,5.0,2 ans,0
4,54,20.64,1.0,1 an,0
19,60,30.1,3.0,Mensuel,0
4,9,73.22,3.0,2 ans,0
17,33,46.09,0.0,1 an,0
17,50,,2.0,Mensuel,1
2,30,106.21,1.0,2 ans,0
5,48,35.08,1.0,Mensuel,1
20,46,58.14,1.0,Mensuel,0
13,27,36.47,1.0,2 ans,0
3,8,,1.0,Mensuel,1
24,69,48.31,3.0,Mensuel,1
7,59,101.26,0.0,2 ans,0
1,64,54.55,3.0,2 ans,0
23,22,76.21,0.0,1 an,0
1,23,87.39,0.0,1 an,0
14,23,108.0,0.0,2 ans,0
24,3,55.13,,Mensuel,1
14,13,43.24,0.0,Mensuel,1
15,22,125.02,0.0,Mensuel,1
10,71,54.05,1.0,1 an,0
4,15,88.24,1.0,2 ans,0
14,37,92.75,2.0,1 an,0
22,39,77.92,2.0,Mensuel,1
3,26,43.22,1.0,1 an,0
22,66,37.26,,Mensuel,0
10,7,71.39,0.0,1 an,0
13,62,74.8,2.0,Mensuel,0
4,53,98.61,0.0,1 an,0
15,22,96.52,1.0,2 ans,0
5,55,113.14,1.0,1 an,0
7,31,,6.0,2 ans,0
18,69,,1.0,Mensuel,1
2,3,27.77,2.0,1 an,0
11,3,,3.0,Mensuel,1
15,39,85.8,0.0,Mensuel,1
4,67,80.05,1.0,1 an,0
8,5,,1.0,Mensuel,1
9,56,81.02,1.0,Mensuel,0
16,67,58.55,3.0,1 an,0
24,35,59.28,1.0,Mensuel,0
21,62,112.39,3.0,Mensuel,1
5,54,63.27,,Mensuel,0
1,16,72.74,0.0,1 an,0
2,61,76.62,5.0,1 an,0
15,50,80.94,3.0,Mensuel,1
4,1,41.85,1.0,1 an,0
6,41,81.68,2.0,Mensuel,0
21,47,58.11,0.0,2 ans,0
21,57,92.94,1.0,Mensuel,1
21,55,37.58,1.0,Mensuel,1
7,34,122.53,0.0,Mensuel,0
15,22,103.12,0.0,Mensuel,1
15,14,65.48,5.0,Mensuel,1
5,7,51.01,0.0,2 ans,0
14,46,62.1,2.0,Mensuel,1
13,69,96.93,5.0,1 an,0
10,6,88.89,1.0,Mensuel,1
19,50,,,Mensuel,1
17,42,116.48,3.0,Mensuel,1
13,13,69.05,3.0,1 an,0
18,16,93.38,,Mensuel,1
19,21,69.17,0.0,2 ans,0
14,49,88.55,2.0,1 an,0
7,22,69.24,,2 ans,0
19,59,105.31,5.0,Mensuel,1
18,27,,3.0,1 an,0
24,8,45.73,3.0,Mensuel,1
4,7,50.29,1.0,1 an,0
11,29,119.52,1.0,2 ans,0
23,29,77.47,2.0,Mensuel,1
13,53,59.38,6.0,2 ans,0
23,34,66.21,4.0,1 an,1
1,12,65.18,2.0,Mensuel,0
1,16,106.78,3.0,1 an,0
20,41,125.84,1.0,Mensuel,0
9,24,,0.0,2 ans,0
13,48,109.6,0.0,1 an,0
11,66,41.64,1.0,Mensuel,1
10,26,48.7,0.0,Mensuel,1
23,40,87.22,2.0,Mensuel,1
3,60,86.36,3.0,1 an,0
19,15,43.42,1.0,Mensuel,0
22,37,103.27,4.0,1 an,0
16,22,42.6,1.0,Mensuel,1
10,45,48.11,2.0,2 ans,0
4,53,,0.0,Mensuel,0
17,11,111.88,3.0,Mensuel,0
12,14,,1.0,Mensuel,1
4,2,74.02,2.0,2 ans,0
9,1,105.52,1.0,Mensuel,1
24,4,,2.0,Mensuel,1
7,51,,2.0,Mensuel,0
5,65,99.85,3.0,2 ans,0
17,30,43.45,2.0,Mensuel,1
5,63,71.55,3.0,1 an,0
23,52,34.87,3.0,1 an,0
21,58,,4.0,1 an,0
24,53,79.24,5.0,Mensuel,1
22,15,30.55,1.0,Mensuel,1
6,38,67.7,1.0,1 an,0
6,38,87.02,2.0,Mensuel,0
9,46,84.24,1.0,1 an,0
12,57,26.65,0.0,Mensuel,1
22,8,,,Mensuel,1
18,48,59.21,1.0,Mensuel,0
16,60,111.07,3.0,Mensuel,0
22,9,116.74,3.0,Mensuel,0
16,30,54.28,6.0,1 an,0
10,64,95.48,0.0,Mensuel,0
10,2,80.78,,2 ans,0
13,12,124.52,3.0,1 an,0
3,58,29.72,2.0,Mensuel,0
18,13,,1.0,Mensuel,1
16,50,84.42,1.0,Mensuel,1
18,64,54.52,1.0,Mensuel,0
13,36,25.98,1.0,Mensuel,1
19,35,27.18,0.0,2 ans,0
23,31,71.61,2.0,Mensuel,1
14,27,94.29,0.0,Mensuel,0
11,27,93.93,1.0,1 an,0
3,40,38.43,1.0,Mensuel,0
19,64,114.08,2.0,2 ans,0
22,70,62.99,7.0,Mensuel,1
17,62,124.54,2.0,1 an,0
21,9,34.58,1.0,1 an,0
21,22,112.66,1.0,Mensuel,1
20,54,119.99,1.0,Mensuel,1
13,39,107.6,,Mensuel,0
3,24,101.76,0.0,2 ans,0
1,23,56.13,1.0,1 an,0
5,9,92.92,0.0,1 an,0
11,24,81.32,2.0,1 an,0
18,30,67.06,3.0,1 an,0
11,30,124.5,2.0,Mensuel,0
1,39,49.05,3.0,1 an,0
6,20,62.65,3.0,1 an,0
24,15,121.31,,Mensuel,1
24,64,53.79,3.0,1 an,0
10,29,36.65,,Mensuel,1
20,19,,2.0,Mensuel,1
18,46,103.02,2.0,1 an,0
23,39,116.12,0.0,Mensuel,0
22,41,34.32,0.0,Mensuel,1
16,16,87.53,3.0,Mensuel,0
10,52,79.73,3.0,1 an,0
16,14,92.55,4.0,1 an,1
8,60,89.76,,Mensuel,1
9,31,119.98,1.0,Mensuel,0
15,30,,0.0,Mensuel,0
14,28,52.8,0.0,2 ans,0
14,31,82.54,2.0,Mensuel,1
10,48,65.4,1.0,2 ans,0
10,36,70.01,1.0,2 ans,1
1,10,26.93,2.0,Mensuel,1
15,41,36.94,2.0,1 an,0
14,19,119.95,1.0,1 an,0
23,8,29.4,3.0,Mensuel,0
13,60,83.14,1.0,Mensuel,0
12,23,100.02,3.0,1 an,0
2,43,21.28,0.0,2 ans,0
5,13,43.01,2.0,1 an,0
9,25,59.71,1.0,2 ans,0
10,28,73.45,3.0,Mensuel,1
9,10,,0.0,2 ans,0
10,70,88.22,2.0,2 ans,0
19,23,45.98,1.0,Mensuel,0
4,42,22.84,1.0,Mensuel,0
8,41,20.77,0.0,Mensuel,1
4,31,55.26,2.0,2 ans,0
8,42,57.88,3.0,Mensuel,0
17,41,122.85,1.0,1 an,0
2,6,,0.0,Mensuel,1
9,48,,1.0,Mensuel,0
1,9,77.78,2.0,1 an,0
23,31,98.53,,Mensuel,1
18,26,90.07,2.0,2 ans,0
6,32,21.27,0.0,Mensuel,1
5,6,84.63,1.0,2 ans,0
3,50,,0.0,Mensuel,0
12,30,101.94,2.0,2 ans,0
19,5,,2.0,Mensuel,1
15,1,,2.0,Mensuel,1
22,39,90.09,1.0,Mensuel,1
9,48,,1.0,Mensuel,0
7,39,38.58,0.0,1 an,0
12,52,91.07,2.0,1 an,0
5,54,95.33,2.0,Mensuel,1
24,62,75.84,3.0,Mensuel,1
5,70,54.98,1.0,1 an,0
12,63,38.41,1.0,1 an,0
13,57,51.55,1.0,1 an,0
2,31,96.8,2.0,1 an,0
12,36,63.85,2.0,1 an,0
11,44,94.2,1.0,2 ans,0
7,13,96.46,,Mensuel,1
4,49,,0.0,Mensuel,1
2,42,87.73,0.0,Mensuel,0
1,37,81.08,2.0,1 an,0
12,60,75.28,3.0,Mensuel,0
3,49,40.13,2.0,2 ans,0
24,67,,1.0,Mensuel,1
6,70,118.96,0.0,1 an,0
16,59,71.0,0.0,1 an,0
17,22,121.21,2.0,Mensuel,1
12,14,125.53,0.0,1 an,0
22,22,74.88,1.0,Mensuel,1
3,51,93.24,0.0,1 an,0
6,62,86.21,0.0,2 ans,0
7,63,44.87,2.0,1 an,0
4,49,25.03,0.0,2 ans,0
8,49,67.32,0.0,Mensuel,1
8,68,101.73,1.0,2 ans,0
19,49,56.62,3.0,Mensuel,0
8,11,101.44,2.0,1 an,0
22,36,,,Mensuel,0
19,26,96.56,1.0,Mensuel,1
22,46,53.01,,Mensuel,1
3,46,67.59,2.0,Mensuel,1
24,21,41.99,0.0,1 an,0
15,22,47.38,1.0,1 an,0
24,7,31.88,1.0,2 ans,0
9,21,,1.0,Mensuel,1
23,59,44.98,2.0,2 ans,0
15,47,,1.0,Mensuel,1
2,67,64.4,0.0,1 an,0
10,66,48.52,4.0,2 ans,0
4,61,107.5,0.0,Mensuel,1
23,13,79.45,2.0,Mensuel,1
8,24,115.73,1.0,Mensuel,1
6,5,85.31,2.0,1 an,0
14,7,22.8,,1 an,0
11,17,116.19,4.0,Mensuel,1
3,20,106.67,1.0,Mensuel,0
20,2,,5.0,Mensuel,1
21,60,79.87,5.0,Mensuel,1
18,38,70.12,1.0,1 an,0
15,47,72.37,1.0,2 ans,0
10,47,100.71,2.0,1 an,0
14,69,75.34,0.0,2 ans,0
13,11,39.56,,Mensuel,1
4,25,26.15,,2 ans,0
2,22,32.76,2.0,Mensuel,1
7,40,46.32,2.0,Mensuel,0
11,38,59.24,0.0,1 an,0
4,57,110.67,3.0,Mensuel,1
3,40,44.29,1.0,2 ans,0
21,17,56.48,1.0,1 an,0
9,41,43.77,1.0,2 ans,0
15,69,79.11,0.0,Mensuel,1
13,42,,2.0,Mensuel,1
18,43,78.62,0.0,1 an,0
18,13,123.7,3.0,Mensuel,1
8,1,123.18,3.0,1 an,0
21,15,112.76,0.0,1 an,0
9,2,104.03,1.0,2 ans,0
21,33,61.53,2.0,1 an,0
10,63,81.03,3.0,Mensuel,1
3,32,55.63,2.0,1 an,0
19,46,106.14,1.0,Mensuel,0
1,61,37.18,1.0,Mensuel,0
19,55,44.93,1.0,Mensuel,1
2,47,23.97,1.0,Mensuel,1
5,56,82.3,1.0,Mensuel,0
15,20,94.26,3.0,Mensuel,0
23,30,22.28,,Mensuel,0
10,29,73.86,3.0,1 an,0
3,57,,0.0,Mensuel,1
6,30,101.4,3.0,1 an,0
22,67,26.07,1.0,Mensuel,0
18,14,26.69,2.0,2 ans,0
3,13,82.73,1.0,Mensuel,1
10,51,82.26,2.0,1 an,0
7,55,,3.0,Mensuel,1
5,49,80.6,,Mensuel,1
21,22,124.93,1.0,Mensuel,1
15,1,54.57,,2 ans,1
5,23,60.83,2.0,2 ans,0
16,34,125.45,2.0,Mensuel,1
10,30,31.96,1.0,Mensuel,1
2,66,100.02,4.0,1 an,0
11,62,22.08,2.0,1 an,0
5,56,69.85,1.0,Mensuel,0
6,2,36.11,0.0,1 an,0
22,10,,3.0,Mensuel,1
18,31,107.19,3.0,1 an,0
4,45,23.61,1.0,Mensuel,1
21,49,39.54,0.0,Mensuel,1
14,22,,,Mensuel,1
21,8,,5.0,1 an,1
18,24,62.63,2.0,Mensuel,1
9,57,119.19,1.0,1 an,0
13,71,31.69,2.0,1 an,0
13,67,65.58,1.0,1 an,0
18,43,70.57,2.0,Mensuel,0
6,7,49.08,1.0,Mensuel,1
8,69,49.31,0.0,1 an,0
6,11,93.46,1.0,1 an,0
8,20,84.27,4.0,2 ans,0
4,70,,0.0,Mensuel,0
1,36,60.51,1.0,2 ans,0
23,15,88.39,1.0,Mensuel,1
2,36,109.83,1.0,1 an,0
22,6,114.73,1.0,Mensuel,1
1,23,112.0,1.0,1 an,0
19,68,50.57,2.0,Mensuel,1
8,22,122.15,1.0,Mensuel,1
13,64,106.94,2.0,1 an,0
7,39,102.08,1.0,1 an,0
12,47,,2.0,Mensuel,1
11,50,123.47,,Mensuel,0
13,40,67.5,0.0,Mensuel,0
10,3,97.84,1.0,Mensuel,0
13,66,94.57,2.0,Mensuel,1
20,34,100.91,1.0,Mensuel,1
11,47,99.28,5.0,Mensuel,1
9,40,40.43,,1 an,0
4,47,55.62,0.0,Mensuel,0
9,26,,2.0,Mensuel,1
4,60,96.04,2.0,Mensuel,1
5,16,93.22,0.0,Mensuel,1
23,47,113.22,2.0,Mensuel,1
3,42,99.71,,Mensuel,1
12,36,,2.0,2 ans,0
21,2,36.95,0.0,1 an,0
23,28,91.54,0.0,Mensuel,1
4,4,110.12,3.0,1 an,0
4,36,85.42,3.0,1 an,0
9,49,113.37,1.0,2 ans,0
14,38,,,Mensuel,0
24,54,61.51,1.0,Mensuel,0
5,26,93.93,1.0,Mensuel,1
4,22,74.96,0.0,Mensuel,1
7,32,67.21,1.0,Mensuel,0
21,17,47.81,4.0,1 an,1
1,57,44.59,2.0,2 ans,0
10,58,40.0,0.0,Mensuel,1
3,30,83.87,2.0,1 an,0
4,57,34.65,2.0,Mensuel,0
23,2,69.18,1.0,Mensuel,1
1,11,,1.0,1 an,0
8,21,,3.0,Mensuel,0
22,28,115.12,3.0,1 an,0
15,17,68.23,0.0,2 ans,0
2,37,28.41,0.0,1 an,0
12,57,124.92,3.0,1 an,0
24,33,114.95,2.0,Mensuel,0
10,32,89.37,0.0,Mensuel,1
13,5,,2.0,Mensuel,0
13,20,34.53,0.0,1 an,0
16,58,,2.0,Mensuel,0
5,58,41.48,2.0,2 ans,0
21,8,74.89,0.0,Mensuel,1
24,2,41.58,4.0,Mensuel,1
4,60,96.62,2.0,Mensuel,0
20,13,,3.0,2 ans,0
20,41,49.06,,Mensuel,0
18,59,33.21,2.0,Mensuel,0
9,56,95.26,1.0,Mensuel,1
12,40,51.96,0.0,1 an,0
21,27,78.07,2.0,2 ans,0
4,55,53.92,2.0,Mensuel,1
20,50,105.52,4.0,2 ans,0
23,60,46.73,1.0,Mensuel,1
17,37,122.02,3.0,1 an,0
9,67,53.95,1.0,Mensuel,1
14,55,32.1,,Mensuel,1
2,5,44.22,1.0,1 an,0
23,21,,,Mensuel,1
9,57,69.2,0.0,Mensuel,1
2,9,45.22,2.0,2 ans,0
20,51,117.58,0.0,2 ans,0
16,25,76.39,,Mensuel,1
15,15,45.97,3.0,1 an,0
2,39,65.41,2.0,2 ans,0
19,67,42.7,4.0,Mensuel,1
16,64,,5.0,2 ans,0
20,29,,2.0,Mensuel,1
20,1,33.38,0.0,1 an,0
6,64,,3.0,Mensuel,1
6,64,116.28,3.0,Mensuel,1
23,43,94.97,2.0,Mensuel,1
13,45,117.96,0.0,Mensuel,1
11,38,47.67,2.0,2 ans,0
7,1,108.46,0.0,2 ans,0
16,12,,1.0,Mensuel,1
19,11,37.11,3.0,Mensuel,1
1,65,100.47,0.0,1 an,0
14,4,27.43,0.0,Mensuel,1
24,40,66.53,0.0,Mensuel,1
7,26,104.59,2.0,2 ans,0
7,1,,2.0,1 an,0
22,66,78.36,4.0,Mensuel,1
2,2,55.6,1.0,1 an,0
10,61,28.58,2.0,1 an,0
11,56,124.28,0.0,Mensuel,0
20,57,,2.0,Mensuel,1
4,12,46.12,1.0,1 an,0
11,63,45.49,,Mensuel,1
4,43,112.24,1.0,Mensuel,1
19,29,103.91,2.0,1 an,0
16,49,70.02,2.0,Mensuel,0
12,25,121.07,4.0,1 an,0
10,20,26.27,1.0,1 an,0
4,21,110.79,0.0,2 ans,0
23,41,,1.0,Mensuel,1
16,43,62.97,2.0,Mensuel,1
8,18,,4.0,Mensuel,1
10,18,124.59,1.0,Mensuel,0
18,68,119.68,2.0,Mensuel,0
18,37,84.28,0.0,1 an,0
12,62,43.78,1.0,Mensuel,0
8,24,49.13,2.0,Mensuel,1
16,21,69.19,3.0,Mensuel,1
16,21,55.69,,1 an,0
15,38,23.48,2.0,2 ans,0
2,56,86.0,3.0,1 an,0
12,36,85.23,1.0,1 an,0
15,21,117.15,1.0,1 an,0
23,69,74.16,2.0,Mensuel,1
13,41,,,Mensuel,1
9,28,73.63,3.0,1 an,0
14,1,,4.0,1 an,1
5,40,83.99,0.0,Mensuel,1
3,45,97.85,2.0,1 an,0
17,66,37.81,0.0,Mensuel,0
24,17,,0.0,Mensuel,1
21,12,116.07,0.0,Mensuel,1
15,71,74.85,0.0,1 an,0
1,40,73.18,1.0,2 ans,0
24,2,101.46,1.0,Mensuel,1
11,8,,2.0,Mensuel,1
7,34,27.66,1.0,Mensuel,1
22,44,109.56,0.0,Mensuel,0
18,18,120.58,0.0,2 ans,0
18,26,27.2,3.0,Mensuel,1
7,53,32.96,0.0,Mensuel,0
24,69,99.22,2.0,Mensuel,1
11,35,83.95,3.0,2 ans,0
13,30,61.29,2.0,Mensuel,0
19,26,79.71,4.0,1 an,0
16,10,,2.0,Mensuel,1
5,4,,,Mensuel,0
8,60,35.05,3.0,1 an,0
9,3,29.95,1.0,Mensuel,1
23,59,,1.0,Mensuel,1
18,18,120.59,,Mensuel,1
9,50,78.41,1.0,1 an,0
18,68,,4.0,1 an,0
18,54,119.07,0.0,1 an,0
10,52,61.17,0.0,Mensuel,1
10,19,73.69,2.0,1 an,0
22,43,34.54,,2 ans,0
14,46,,3.0,Mensuel,1
4,31,91.2,,Mensuel,1
18,3,106.77,0.0,1 an,0
15,65,55.72,2.0,Mensuel,0
13,14,,2.0,1 an,0
18,70,39.56,3.0,1 an,0
22,67,127.08,4.0,Mensuel,1
8,2,29.48,1.0,1 an,0
11,53,88.59,0.0,1 an,0
5,46,92.1,2.0,Mensuel,1
16,17,38.11,1.0,2 ans,0
10,58,58.74,,Mensuel,0
9,8,25.16,6.0,Mensuel,1
17,18,80.92,2.0,1 an,0
10,68,,2.0,Mensuel,0
12,53,66.0,1.0,1 an,0
11,8,124.17,,Mensuel,1
7,11,33.47,4.0,1 an,0
4,19,60.02,2.0,Mensuel,1
20,6,119.3,0.0,1 an,0
3,13,108.61,3.0,2 ans,0
8,41,53.95,0.0,2 ans,0
17,1,93.97,2.0,2 ans,0
4,21,,1.0,1 an,0
16,23,102.99,,1 an,0
18,69,,1.0,Mensuel,1
16,70,37.56,1.0,2 ans,0
8,61,28.13,0.0,1 an,0
1,25,81.46,3.0,2 ans,0
22,38,76.42,2.0,Mensuel,1
8,36,45.14,0.0,1 an,0
20,62,53.35,0.0,1 an,0
5,53,60.24,1.0,Mensuel,0
4,65,70.46,1.0,Mensuel,0
19,40,63.65,0.0,2 ans,0
23,66,64.35,,Mensuel,1
21,53,34.32,1.0,Mensuel,0
19,53,114.9,3.0,Mensuel,1
6,47,82.67,,Mensuel,0
22,24,37.77,,Mensuel,1
17,44,66.73,1.0,2 ans,0
5,26,62.74,1.0,2 ans,0
4,47,81.11,1.0,1 an,0
21,19,87.92,0.0,1 an,0
7,57,86.73,0.0,Mensuel,1
19,41,96.82,3.0,1 an,0
4,51,30.73,2.0,Mensuel,0
7,16,51.81,2.0,Mensuel,1
7,57,22.3,2.0,2 ans,0
7,57,67.17,0.0,2 ans,0
17,11,67.32,1.0,Mensuel,0
22,25,,4.0,1 an,0
22,49,40.06,3.0,Mensuel,0
18,63,89.3,4.0,Mensuel,1
5,53,51.55,0.0,Mensuel,0
24,34,64.01,3.0,Mensuel,1
14,22,97.12,2.0,1 an,0
14,65,28.69,1.0,Mensuel,1
17,63,,,Mensuel,1
19,64,63.76,0.0,Mensuel,0
23,22,100.33,1.0,2 ans,0
14,31,42.18,0.0,1 an,0
15,18,121.73,1.0,2 ans,0
18,68,128.63,0.0,Mensuel,1
7,62,104.55,1.0,1 an,0
8,13,51.49,2.0,2 ans,0
16,18,92.02,,Mensuel,1
2,40,,2.0,Mensuel,1
8,30,110.39,3.0,Mensuel,1
18,33,76.89,1.0,Mensuel,0
24,27,,4.0,Mensuel,1
13,48,55.49,1.0,Mensuel,0
10,64,103.99,,Mensuel,1
11,66,111.68,2.0,1 an,0
17,33,76.98,2.0,Mensuel,1
14,59,,0.0,Mensuel,0
1,50,95.07,3.0,1 an,0
13,14,107.97,1.0,Mensuel,0
10,57,100.26,2.0,Mensuel,0
17,25,62.51,1.0,Mensuel,1
22,45,91.88,1.0,Mensuel,0
24,52,116.31,5.0,Mensuel,1
15,68,37.32,3.0,Mensuel,1
9,68,60.86,0.0,Mensuel,0
11,57,26.78,3.0,2 ans,0
5,36,61.95,2.0,2 ans,0
23,29,106.53,0.0,Mensuel,1
21,32,43.16,2.0,Mensuel,1
21,68,80.64,1.0,Mensuel,0
8,15,24.38,4.0,2 ans,0
8,38,113.11,2.0,2 ans,0
21,49,110.87,1.0,Mensuel,0
14,2,76.54,4.0,Mensuel,1
17,46,,2.0,Mensuel,1
12,19,31.85,2.0,2 ans,0
11,20,109.07,2.0,2 ans,0
16,45,97.5,3.0,Mensuel,1
20,1,,3.0,Mensuel,1
9,12,,,Mensuel,1
20,33,24.09,6.0,1 an,1
6,42,84.65,2.0,2 ans,0
10,8,38.63,,Mensuel,1
22,26,100.32,2.0,Mensuel,1
23,22,29.63,3.0,Mensuel,1
23,38,30.8,1.0,Mensuel,1
8,22,68.66,0.0,2 ans,0
21,1,129.78,0.0,Mensuel,1
23,38,52.21,3.0,1 an,0
24,61,89.38,3.0,Mensuel,1
1,42,71.86,2.0,Mensuel,0
18,26,,3.0,Mensuel,1
24,35,53.74,,Mensuel,1
19,10,81.4,0.0,Mensuel,1
6,17,117.56,0.0,1 an,0
19,32,57.43,1.0,Mensuel,1
3,43,64.5,0.0,Mensuel,0
12,35,114.09,4.0,Mensuel,1
16,69,,2.0,Mensuel,0
11,46,60.59,2.0,2 ans,0
17,2,53.92,,2 ans,0
6,38,103.15,0.0,Mensuel,0
15,42,119.92,,1 an,0
16,4,88.53,2.0,1 an,0
16,28,87.73,0.0,2 ans,0
7,62,,1.0,Mensuel,1
8,26,21.9,1.0,Mensuel,1
7,33,38.37,5.0,1 an,0
12,16,36.41,4.0,2 ans,1
15,6,33.51,2.0,1 an,0
9,23,88.38,2.0,Mensuel,1
10,55,,4.0,Mensuel,1
7,70,29.31,2.0,1 an,0
6,47,59.52,1.0,2 ans,0
16,59,,0.0,Mensuel,1
20,47,37.44,3.0,1 an,0
7,47,,3.0,Mensuel,1
21,31,49.59,1.0,Mensuel,1
14,5,77.85,1.0,Mensuel,1
5,30,97.48,1.0,1 an,0
9,62,108.94,5.0,2 ans,0
1,39,95.14,0.0,1 an,0
1,55,82.82,2.0,Mensuel,0
9,4,,,Mensuel,0
11,15,75.1,3.0,Mensuel,1
20,22,90.22,0.0,Mensuel,1
4,26,61.96,0.0,Mensuel,0
21,71,57.32,1.0,Mensuel,0
6,33,,5.0,Mensuel,1
4,48,35.29,0.0,Mensuel,1
17,46,106.59,1.0,1 an,0
19,30,27.54,3.0,Mensuel,0
15,69,92.79,0.0,1 an,0
3,16,107.37,1.0,2 ans,0
3,3,70.35,3.0,1 an,0
10,53,28.08,1.0,Mensuel,0
11,47,65.57,0.0,Mensuel,1
24,19,,1.0,Mensuel,1
7,62,121.65,2.0,1 an,0
5,12,90.68,,Mensuel,1
23,18,100.95,0.0,Mensuel,1
4,11,72.52,0.0,1 an,0
1,14,90.94,0.0,Mensuel,1
11,52,96.27,0.0,1 an,0
10,50,27.68,2.0,Mensuel,1
15,46,,,Mensuel,0
22,62,23.24,1.0,1 an,0
23,5,77.77,,Mensuel,1
7,45,110.39,1.0,1 an,0
24,9,89.05,1.0,Mensuel,1
16,68,74.59,2.0,Mensuel,1
2,46,113.09,1.0,2 ans,0
23,54,40.78,2.0,Mensuel,1
4,41,27.82,0.0,Mensuel,0
15,28,118.53,3.0,2 ans,0
19,49,118.91,2.0,1 an,0
6,60,90.22,2.0,1 an,0
7,13,45.76,1.0,Mensuel,1
12,62,122.57,0.0,Mensuel,1
22,52,105.35,3.0,Mensuel,1
6,7,89.29,0.0,Mensuel,1
16,67,,3.0,Mensuel,0
11,13,74.41,2.0,1 an,0
3,43,103.15,0.0,Mensuel,1
18,10,113.86,2.0,Mensuel,1
20,14,,2.0,Mensuel,1
14,46,76.36,3.0,Mensuel,1
5,49,91.33,0.0,1 an,0
4,49,,4.0,2 ans,0
11,25,64.45,1.0,Mensuel,0
13,59,30.03,2.0,Mensuel,0
14,4,34.45,5.0,Mensuel,1
6,61,,2.0,Mensuel,1
13,22,23.64,,Mensuel,1
8,45,26.0,3.0,2 ans,0
